Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
           7114	      3553	00100128	0cf77a63	bgeu	x14,x15,1001fc	 x14:0x00000009 x15:0x00000000
           7118	      3555	001001fc	03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
           7120	      3556	00100200	000205b7	lui	x11,0x20	 x11=0x00020000
           7122	      3557	00100204	00451613	slli	x12,x10,0x4	 x10:0x00000002 x12=0x00000020
           7126	      3559	00100208	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7128	      3560	0010020c	01c65693	srli	x13,x12,0x1c	 x12:0x00000020 x13=0x00000000
           7130	      3561	00100210	00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
           7132	      3562	00100214	f2d86ae3	bltu	x16,x13,100148	 x16:0x00000009 x13:0x00000000
           7134	      3563	00100218	03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
           7136	      3564	0010021c	00020f37	lui	x30,0x20	 x30=0x00020000
           7138	      3565	00100220	00851f93	slli	x31,x10,0x8	 x10:0x00000002 x31=0x00000200
           7142	      3567	00100224	01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7144	      3568	00100228	01cfd793	srli	x15,x31,0x1c	 x31:0x00000200 x15=0x00000000
           7146	      3569	0010022c	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7148	      3570	00100230	f2f76ae3	bltu	x14,x15,100164	 x14:0x00000009 x15:0x00000000
           7150	      3571	00100234	03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
           7152	      3572	00100238	000205b7	lui	x11,0x20	 x11=0x00020000
           7154	      3573	0010023c	00c51613	slli	x12,x10,0xc	 x10:0x00000002 x12=0x00002000
           7158	      3575	00100240	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7160	      3576	00100244	01c65693	srli	x13,x12,0x1c	 x12:0x00002000 x13=0x00000000
           7162	      3577	00100248	00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
           7164	      3578	0010024c	f2d86ae3	bltu	x16,x13,100180	 x16:0x00000009 x13:0x00000000
           7166	      3579	00100250	03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
           7168	      3580	00100254	00020f37	lui	x30,0x20	 x30=0x00020000
           7170	      3581	00100258	01051f93	slli	x31,x10,0x10	 x10:0x00000002 x31=0x00020000
           7174	      3583	0010025c	01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7176	      3584	00100260	01cfd793	srli	x15,x31,0x1c	 x31:0x00020000 x15=0x00000000
           7178	      3585	00100264	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7180	      3586	00100268	f2f76ae3	bltu	x14,x15,10019c	 x14:0x00000009 x15:0x00000000
           7182	      3587	0010026c	03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
           7184	      3588	00100270	000205b7	lui	x11,0x20	 x11=0x00020000
           7186	      3589	00100274	01451613	slli	x12,x10,0x14	 x10:0x00000002 x12=0x00200000
           7190	      3591	00100278	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7192	      3592	0010027c	01c65693	srli	x13,x12,0x1c	 x12:0x00200000 x13=0x00000000
           7194	      3593	00100280	00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
           7196	      3594	00100284	f2d86ae3	bltu	x16,x13,1001b8	 x16:0x00000009 x13:0x00000000
           7198	      3595	00100288	03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
           7200	      3596	0010028c	00020f37	lui	x30,0x20	 x30=0x00020000
           7202	      3597	00100290	01851f93	slli	x31,x10,0x18	 x10:0x00000002 x31=0x02000000
           7206	      3599	00100294	01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7208	      3600	00100298	01cfd793	srli	x15,x31,0x1c	 x31:0x02000000 x15=0x00000000
           7210	      3601	0010029c	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7212	      3602	001002a0	f2f76ae3	bltu	x14,x15,1001d4	 x14:0x00000009 x15:0x00000000
           7214	      3603	001002a4	03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
           7216	      3604	001002a8	000205b7	lui	x11,0x20	 x11=0x00020000
           7220	      3606	001002ac	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7222	      3607	001002b0	00f57513	andi	x10,x10,15	 x10:0x00000002 x10=0x00000002
           7224	      3608	001002b4	00900613	addi	x12,x0,9	  x0:0x00000000 x12=0x00000009
           7228	      3610	001002b8	f2a67ae3	bgeu	x12,x10,1001ec	 x12:0x00000009 x10:0x00000002
           7232	      3612	001001ec	03050893	addi	x17,x10,48	 x10:0x00000002 x17=0x00000032
           7234	      3613	001001f0	00020e37	lui	x28,0x20	 x28=0x00020000
           7238	      3615	001001f4	011e2023	sw	x17,0(x28)	 x28:0x00020000 x17:0x00000032 PA:0x00020000 store:0x00000032 load:0x00000000
           7242	      3617	001001f8	00008067	jalr	x0,0(x1)	  x1:0x001012a4  x0=0x00000000
           7244	      3618	001012a4	a18b0513	addi	x10,x22,-1512	 x22:0x00102000 x10=0x00101a18
           7248	      3620	001012a8	df9fe0ef	jal	x1,1000a0	  x1=0x001012ac
           7252	      3622	001000a0	00054803	lbu	x16,0(x10)	 x10:0x00101a18 x16=0x00000020 PA:0x00101a18 store:0x00000000
           7254	      3623	001000a4	06080663	beq	x16,x0,100110	 x16:0x00000020  x0:0x00000000
           7256	      3624	001000a8	000207b7	lui	x15,0x20	 x15=0x00020000
           7260	      3626	001000ac	0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
           7264	      3628	001000b0	00154703	lbu	x14,1(x10)	 x10:0x00101a18 x14=0x00000072 PA:0x00101a19 store:0x001012ac
           7266	      3629	001000b4	04070e63	beq	x14,x0,100110	 x14:0x00000072  x0:0x00000000
           7270	      3631	001000b8	00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000072 PA:0x00020000 store:0x00000072 load:0x00000000
           7274	      3633	001000bc	00254283	lbu	x5,2(x10)	 x10:0x00101a18  x5=0x00000065 PA:0x00101a1a store:0x00137fa0
           7276	      3634	001000c0	04028863	beq	x5,x0,100110	  x5:0x00000065  x0:0x00000000
           7280	      3636	001000c4	0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
           7284	      3638	001000c8	00354303	lbu	x6,3(x10)	 x10:0x00101a18  x6=0x00000073 PA:0x00101a1b store:0x00000000
           7286	      3639	001000cc	04030263	beq	x6,x0,100110	  x6:0x00000073  x0:0x00000000
           7290	      3641	001000d0	0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000073 PA:0x00020000 store:0x00000073 load:0x00000000
           7294	      3643	001000d4	00454383	lbu	x7,4(x10)	 x10:0x00101a18  x7=0x00000075 PA:0x00101a1c store:0x00000000
           7296	      3644	001000d8	02038c63	beq	x7,x0,100110	  x7:0x00000075  x0:0x00000000
           7300	      3646	001000dc	0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000075 PA:0x00020000 store:0x00000075 load:0x00000000
           7304	      3648	001000e0	00554583	lbu	x11,5(x10)	 x10:0x00101a18 x11=0x0000006c PA:0x00101a1d store:0x00000065
           7306	      3649	001000e4	02058663	beq	x11,x0,100110	 x11:0x0000006c  x0:0x00000000
           7310	      3651	001000e8	00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x0000006c PA:0x00020000 store:0x0000006c load:0x00000000
           7314	      3653	001000ec	00654603	lbu	x12,6(x10)	 x10:0x00101a18 x12=0x00000074 PA:0x00101a1e store:0x00000073
           7316	      3654	001000f0	02060063	beq	x12,x0,100110	 x12:0x00000074  x0:0x00000000
           7320	      3656	001000f4	00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000074 PA:0x00020000 store:0x00000074 load:0x00000000
           7324	      3658	001000f8	00754683	lbu	x13,7(x10)	 x10:0x00101a18 x13=0x0000003a PA:0x00101a1f store:0x00000075
           7326	      3659	001000fc	00850513	addi	x10,x10,8	 x10:0x00101a18 x10=0x00101a20
           7328	      3660	00100100	00068863	beq	x13,x0,100110	 x13:0x0000003a  x0:0x00000000
           7332	      3662	00100104	00d7a023	sw	x13,0(x15)	 x15:0x00020000 x13:0x0000003a PA:0x00020000 store:0x0000003a load:0x00000000
           7336	      3664	00100108	00054803	lbu	x16,0(x10)	 x10:0x00101a20 x16=0x00000020 PA:0x00101a20 store:0x00000000
           7340	      3666	0010010c	fa0810e3	bne	x16,x0,1000ac	 x16:0x00000020  x0:0x00000000
           7346	      3669	001000ac	0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
           7350	      3671	001000b0	00154703	lbu	x14,1(x10)	 x10:0x00101a20 x14=0x00000000 PA:0x00101a21 store:0x001012ac
           7354	      3673	001000b4	04070e63	beq	x14,x0,100110	 x14:0x00000000  x0:0x00000000
           7358	      3675	00100110	00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
           7362	      3677	00100114	00008067	jalr	x0,0(x1)	  x1:0x001012ac  x0=0x00000000
           7366	      3679	001012ac	cf8a2503	lw	x10,-776(x20)	 x20:0x00102000 x10=0x3985487a PA:0x00101cf8 store:0x00000000
           7368	      3680	001012b0	003c0d93	addi	x27,x24,3	 x24:0x00000000 x27=0x00000003
           7370	      3681	001012b4	004c0c13	addi	x24,x24,4	 x24:0x00000000 x24=0x00000004
           7374	      3683	001012b8	e69fe0ef	jal	x1,100120	  x1=0x001012bc
           7376	      3684	00100120	01c55793	srli	x15,x10,0x1c	 x10:0x3985487a x15=0x00000003
           7378	      3685	00100124	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7382	      3687	00100128	0cf77a63	bgeu	x14,x15,1001fc	 x14:0x00000009 x15:0x00000003
           7386	      3689	001001fc	03078393	addi	x7,x15,48	 x15:0x00000003  x7=0x00000033
           7388	      3690	00100200	000205b7	lui	x11,0x20	 x11=0x00020000
           7390	      3691	00100204	00451613	slli	x12,x10,0x4	 x10:0x3985487a x12=0x985487a0
           7394	      3693	00100208	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000033 PA:0x00020000 store:0x00000033 load:0x00000000
           7396	      3694	0010020c	01c65693	srli	x13,x12,0x1c	 x12:0x985487a0 x13=0x00000009
           7398	      3695	00100210	00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
           7400	      3696	00100214	f2d86ae3	bltu	x16,x13,100148	 x16:0x00000009 x13:0x00000009
           7402	      3697	00100218	03068e93	addi	x29,x13,48	 x13:0x00000009 x29=0x00000039
           7404	      3698	0010021c	00020f37	lui	x30,0x20	 x30=0x00020000
           7406	      3699	00100220	00851f93	slli	x31,x10,0x8	 x10:0x3985487a x31=0x85487a00
           7410	      3701	00100224	01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000039 PA:0x00020000 store:0x00000039 load:0x00000000
           7412	      3702	00100228	01cfd793	srli	x15,x31,0x1c	 x31:0x85487a00 x15=0x00000008
           7414	      3703	0010022c	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7416	      3704	00100230	f2f76ae3	bltu	x14,x15,100164	 x14:0x00000009 x15:0x00000008
           7418	      3705	00100234	03078393	addi	x7,x15,48	 x15:0x00000008  x7=0x00000038
           7420	      3706	00100238	000205b7	lui	x11,0x20	 x11=0x00020000
           7422	      3707	0010023c	00c51613	slli	x12,x10,0xc	 x10:0x3985487a x12=0x5487a000
           7426	      3709	00100240	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000038 PA:0x00020000 store:0x00000038 load:0x00000000
           7428	      3710	00100244	01c65693	srli	x13,x12,0x1c	 x12:0x5487a000 x13=0x00000005
           7430	      3711	00100248	00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
           7432	      3712	0010024c	f2d86ae3	bltu	x16,x13,100180	 x16:0x00000009 x13:0x00000005
           7434	      3713	00100250	03068e93	addi	x29,x13,48	 x13:0x00000005 x29=0x00000035
           7436	      3714	00100254	00020f37	lui	x30,0x20	 x30=0x00020000
           7438	      3715	00100258	01051f93	slli	x31,x10,0x10	 x10:0x3985487a x31=0x487a0000
           7442	      3717	0010025c	01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000035 PA:0x00020000 store:0x00000035 load:0x00000000
           7444	      3718	00100260	01cfd793	srli	x15,x31,0x1c	 x31:0x487a0000 x15=0x00000004
           7446	      3719	00100264	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7448	      3720	00100268	f2f76ae3	bltu	x14,x15,10019c	 x14:0x00000009 x15:0x00000004
           7450	      3721	0010026c	03078393	addi	x7,x15,48	 x15:0x00000004  x7=0x00000034
           7452	      3722	00100270	000205b7	lui	x11,0x20	 x11=0x00020000
           7454	      3723	00100274	01451613	slli	x12,x10,0x14	 x10:0x3985487a x12=0x87a00000
           7458	      3725	00100278	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000034 PA:0x00020000 store:0x00000034 load:0x00000000
           7460	      3726	0010027c	01c65693	srli	x13,x12,0x1c	 x12:0x87a00000 x13=0x00000008
           7462	      3727	00100280	00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
           7464	      3728	00100284	f2d86ae3	bltu	x16,x13,1001b8	 x16:0x00000009 x13:0x00000008
           7466	      3729	00100288	03068e93	addi	x29,x13,48	 x13:0x00000008 x29=0x00000038
           7468	      3730	0010028c	00020f37	lui	x30,0x20	 x30=0x00020000
           7470	      3731	00100290	01851f93	slli	x31,x10,0x18	 x10:0x3985487a x31=0x7a000000
           7474	      3733	00100294	01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000038 PA:0x00020000 store:0x00000038 load:0x00000000
           7476	      3734	00100298	01cfd793	srli	x15,x31,0x1c	 x31:0x7a000000 x15=0x00000007
           7478	      3735	0010029c	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7480	      3736	001002a0	f2f76ae3	bltu	x14,x15,1001d4	 x14:0x00000009 x15:0x00000007
           7482	      3737	001002a4	03078393	addi	x7,x15,48	 x15:0x00000007  x7=0x00000037
           7484	      3738	001002a8	000205b7	lui	x11,0x20	 x11=0x00020000
           7488	      3740	001002ac	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000037 PA:0x00020000 store:0x00000037 load:0x00000000
           7490	      3741	001002b0	00f57513	andi	x10,x10,15	 x10:0x3985487a x10=0x0000000a
           7492	      3742	001002b4	00900613	addi	x12,x0,9	  x0:0x00000000 x12=0x00000009
           7494	      3743	001002b8	f2a67ae3	bgeu	x12,x10,1001ec	 x12:0x00000009 x10:0x0000000a
           7496	      3744	001002bc	03750693	addi	x13,x10,55	 x10:0x0000000a x13=0x00000041
           7498	      3745	001002c0	00020837	lui	x16,0x20	 x16=0x00020000
           7502	      3747	001002c4	00d82023	sw	x13,0(x16)	 x16:0x00020000 x13:0x00000041 PA:0x00020000 store:0x00000041 load:0x00000000
           7516	      3754	001002c8	00008067	jalr	x0,0(x1)	  x1:0x001012bc  x0=0x00000000
           7518	      3755	001012bc	d089a187	flw	f3,-760(x19)	 f19:0x00102000  f3=0x00000000 PA:0x00101d08 store:0x4598f2e4
           7520	      3756	001012c0	d24ba207	flw	f4,-732(x23)	 f23:0x00102000  f4=0x00000000 PA:0x00101d24 store:0x442e010d
           7542	      3767	001012c4	a10a8513	addi	x10,x21,-1520	 x21:0x00102000 x10=0x00101a10
           7544	      3768	001012c8	1841f5d3	fdiv.s	f11,f3,f4	  f3:0x00000000  f4:0x00000000 f11=0x00000000
           7550	      3771	001012cc	d0b9a427	fsw	f11,-760(x19)	 f19:0x00102000 f11:0x00020000 PA:0x00101d08 store:0x360a6d7a load:0x42f67c6a
           7558	      3775	001012d0	d089a287	flw	f5,-760(x19)	 f19:0x00102000  f5=0x00000000 PA:0x00101d08 store:0x4598f2e4
           7564	      3778	001012d4	e0028f53	fmv.x.w	x30,f5	  f5:0x00000065 x30=0x360a6d7a
           7566	      3779	001012d8	cfea2c23	sw	x30,-776(x20)	 x20:0x00102000 x30:0x360a6d7a PA:0x00101cf8 store:0x360a6d7a load:0x360a6d7a
           7570	      3781	001012dc	dc5fe0ef	jal	x1,1000a0	  x1=0x001012e0
           7574	      3783	001000a0	00054803	lbu	x16,0(x10)	 x10:0x00101a10 x16=0x0000000a PA:0x00101a10 store:0x00000000
           7576	      3784	001000a4	06080663	beq	x16,x0,100110	 x16:0x0000000a  x0:0x00000000
           7578	      3785	001000a8	000207b7	lui	x15,0x20	 x15=0x00020000
           7582	      3787	001000ac	0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x0000000a PA:0x00020000 store:0x0000000a load:0x00000000
           7586	      3789	001000b0	00154703	lbu	x14,1(x10)	 x10:0x00101a10 x14=0x00000020 PA:0x00101a11 store:0x001012e0
           7588	      3790	001000b4	04070e63	beq	x14,x0,100110	 x14:0x00000020  x0:0x00000000
           7592	      3792	001000b8	00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
           7596	      3794	001000bc	00254283	lbu	x5,2(x10)	 x10:0x00101a10  x5=0x00000069 PA:0x00101a12 store:0x00137fa0
           7598	      3795	001000c0	04028863	beq	x5,x0,100110	  x5:0x00000069  x0:0x00000000
           7602	      3797	001000c4	0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000069 PA:0x00020000 store:0x00000069 load:0x00000000
           7606	      3799	001000c8	00354303	lbu	x6,3(x10)	 x10:0x00101a10  x6=0x0000003d PA:0x00101a13 store:0x00000000
           7608	      3800	001000cc	04030263	beq	x6,x0,100110	  x6:0x0000003d  x0:0x00000000
           7612	      3802	001000d0	0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x0000003d PA:0x00020000 store:0x0000003d load:0x00000000
           7616	      3804	001000d4	00454383	lbu	x7,4(x10)	 x10:0x00101a10  x7=0x00000000 PA:0x00101a14 store:0x00000000
           7620	      3806	001000d8	02038c63	beq	x7,x0,100110	  x7:0x00000000  x0:0x00000000
           7624	      3808	00100110	00000513	addi	x10,x0,0	  x0:0x00000000 x10=0x00000000
           7628	      3810	00100114	00008067	jalr	x0,0(x1)	  x1:0x001012e0  x0=0x00000000
           7630	      3811	001012e0	000d8513	addi	x10,x27,0	 x27:0x00000003 x10=0x00000003
           7634	      3813	001012e4	e3dfe0ef	jal	x1,100120	  x1=0x001012e8
           7636	      3814	00100120	01c55793	srli	x15,x10,0x1c	 x10:0x00000003 x15=0x00000000
           7638	      3815	00100124	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7642	      3817	00100128	0cf77a63	bgeu	x14,x15,1001fc	 x14:0x00000009 x15:0x00000000
           7646	      3819	001001fc	03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
           7648	      3820	00100200	000205b7	lui	x11,0x20	 x11=0x00020000
           7650	      3821	00100204	00451613	slli	x12,x10,0x4	 x10:0x00000003 x12=0x00000030
           7654	      3823	00100208	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7656	      3824	0010020c	01c65693	srli	x13,x12,0x1c	 x12:0x00000030 x13=0x00000000
           7658	      3825	00100210	00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
           7660	      3826	00100214	f2d86ae3	bltu	x16,x13,100148	 x16:0x00000009 x13:0x00000000
           7662	      3827	00100218	03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
           7664	      3828	0010021c	00020f37	lui	x30,0x20	 x30=0x00020000
           7666	      3829	00100220	00851f93	slli	x31,x10,0x8	 x10:0x00000003 x31=0x00000300
           7670	      3831	00100224	01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7672	      3832	00100228	01cfd793	srli	x15,x31,0x1c	 x31:0x00000300 x15=0x00000000
           7674	      3833	0010022c	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7676	      3834	00100230	f2f76ae3	bltu	x14,x15,100164	 x14:0x00000009 x15:0x00000000
           7678	      3835	00100234	03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
           7680	      3836	00100238	000205b7	lui	x11,0x20	 x11=0x00020000
           7682	      3837	0010023c	00c51613	slli	x12,x10,0xc	 x10:0x00000003 x12=0x00003000
           7686	      3839	00100240	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7688	      3840	00100244	01c65693	srli	x13,x12,0x1c	 x12:0x00003000 x13=0x00000000
           7690	      3841	00100248	00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
           7692	      3842	0010024c	f2d86ae3	bltu	x16,x13,100180	 x16:0x00000009 x13:0x00000000
           7694	      3843	00100250	03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
           7696	      3844	00100254	00020f37	lui	x30,0x20	 x30=0x00020000
           7698	      3845	00100258	01051f93	slli	x31,x10,0x10	 x10:0x00000003 x31=0x00030000
           7702	      3847	0010025c	01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7704	      3848	00100260	01cfd793	srli	x15,x31,0x1c	 x31:0x00030000 x15=0x00000000
           7706	      3849	00100264	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7708	      3850	00100268	f2f76ae3	bltu	x14,x15,10019c	 x14:0x00000009 x15:0x00000000
           7710	      3851	0010026c	03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
           7712	      3852	00100270	000205b7	lui	x11,0x20	 x11=0x00020000
           7714	      3853	00100274	01451613	slli	x12,x10,0x14	 x10:0x00000003 x12=0x00300000
           7718	      3855	00100278	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7720	      3856	0010027c	01c65693	srli	x13,x12,0x1c	 x12:0x00300000 x13=0x00000000
           7722	      3857	00100280	00900813	addi	x16,x0,9	  x0:0x00000000 x16=0x00000009
           7724	      3858	00100284	f2d86ae3	bltu	x16,x13,1001b8	 x16:0x00000009 x13:0x00000000
           7726	      3859	00100288	03068e93	addi	x29,x13,48	 x13:0x00000000 x29=0x00000030
           7728	      3860	0010028c	00020f37	lui	x30,0x20	 x30=0x00020000
           7730	      3861	00100290	01851f93	slli	x31,x10,0x18	 x10:0x00000003 x31=0x03000000
           7734	      3863	00100294	01df2023	sw	x29,0(x30)	 x30:0x00020000 x29:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7736	      3864	00100298	01cfd793	srli	x15,x31,0x1c	 x31:0x03000000 x15=0x00000000
           7738	      3865	0010029c	00900713	addi	x14,x0,9	  x0:0x00000000 x14=0x00000009
           7740	      3866	001002a0	f2f76ae3	bltu	x14,x15,1001d4	 x14:0x00000009 x15:0x00000000
           7742	      3867	001002a4	03078393	addi	x7,x15,48	 x15:0x00000000  x7=0x00000030
           7744	      3868	001002a8	000205b7	lui	x11,0x20	 x11=0x00020000
           7748	      3870	001002ac	0075a023	sw	x7,0(x11)	 x11:0x00020000  x7:0x00000030 PA:0x00020000 store:0x00000030 load:0x00000000
           7750	      3871	001002b0	00f57513	andi	x10,x10,15	 x10:0x00000003 x10=0x00000003
           7752	      3872	001002b4	00900613	addi	x12,x0,9	  x0:0x00000000 x12=0x00000009
           7756	      3874	001002b8	f2a67ae3	bgeu	x12,x10,1001ec	 x12:0x00000009 x10:0x00000003
           7760	      3876	001001ec	03050893	addi	x17,x10,48	 x10:0x00000003 x17=0x00000033
           7762	      3877	001001f0	00020e37	lui	x28,0x20	 x28=0x00020000
           7766	      3879	001001f4	011e2023	sw	x17,0(x28)	 x28:0x00020000 x17:0x00000033 PA:0x00020000 store:0x00000033 load:0x00000000
           7770	      3881	001001f8	00008067	jalr	x0,0(x1)	  x1:0x001012e8  x0=0x00000000
           7772	      3882	001012e8	a18b0513	addi	x10,x22,-1512	 x22:0x00102000 x10=0x00101a18
           7776	      3884	001012ec	db5fe0ef	jal	x1,1000a0	  x1=0x001012f0
           7780	      3886	001000a0	00054803	lbu	x16,0(x10)	 x10:0x00101a18 x16=0x00000020 PA:0x00101a18 store:0x00000000
           7782	      3887	001000a4	06080663	beq	x16,x0,100110	 x16:0x00000020  x0:0x00000000
           7784	      3888	001000a8	000207b7	lui	x15,0x20	 x15=0x00020000
           7788	      3890	001000ac	0107a023	sw	x16,0(x15)	 x15:0x00020000 x16:0x00000020 PA:0x00020000 store:0x00000020 load:0x00000000
           7792	      3892	001000b0	00154703	lbu	x14,1(x10)	 x10:0x00101a18 x14=0x00000072 PA:0x00101a19 store:0x001012f0
           7794	      3893	001000b4	04070e63	beq	x14,x0,100110	 x14:0x00000072  x0:0x00000000
           7798	      3895	001000b8	00e7a023	sw	x14,0(x15)	 x15:0x00020000 x14:0x00000072 PA:0x00020000 store:0x00000072 load:0x00000000
           7802	      3897	001000bc	00254283	lbu	x5,2(x10)	 x10:0x00101a18  x5=0x00000065 PA:0x00101a1a store:0x00137fa0
           7804	      3898	001000c0	04028863	beq	x5,x0,100110	  x5:0x00000065  x0:0x00000000
           7808	      3900	001000c4	0057a023	sw	x5,0(x15)	 x15:0x00020000  x5:0x00000065 PA:0x00020000 store:0x00000065 load:0x00000000
           7812	      3902	001000c8	00354303	lbu	x6,3(x10)	 x10:0x00101a18  x6=0x00000073 PA:0x00101a1b store:0x00000000
           7814	      3903	001000cc	04030263	beq	x6,x0,100110	  x6:0x00000073  x0:0x00000000
           7818	      3905	001000d0	0067a023	sw	x6,0(x15)	 x15:0x00020000  x6:0x00000073 PA:0x00020000 store:0x00000073 load:0x00000000
           7822	      3907	001000d4	00454383	lbu	x7,4(x10)	 x10:0x00101a18  x7=0x00000075 PA:0x00101a1c store:0x00000000
           7824	      3908	001000d8	02038c63	beq	x7,x0,100110	  x7:0x00000075  x0:0x00000000
           7828	      3910	001000dc	0077a023	sw	x7,0(x15)	 x15:0x00020000  x7:0x00000075 PA:0x00020000 store:0x00000075 load:0x00000000
           7832	      3912	001000e0	00554583	lbu	x11,5(x10)	 x10:0x00101a18 x11=0x0000006c PA:0x00101a1d store:0x00000065
           7834	      3913	001000e4	02058663	beq	x11,x0,100110	 x11:0x0000006c  x0:0x00000000
           7838	      3915	001000e8	00b7a023	sw	x11,0(x15)	 x15:0x00020000 x11:0x0000006c PA:0x00020000 store:0x0000006c load:0x00000000
           7842	      3917	001000ec	00654603	lbu	x12,6(x10)	 x10:0x00101a18 x12=0x00000074 PA:0x00101a1e store:0x00000073
           7844	      3918	001000f0	02060063	beq	x12,x0,100110	 x12:0x00000074  x0:0x00000000
           7848	      3920	001000f4	00c7a023	sw	x12,0(x15)	 x15:0x00020000 x12:0x00000074 PA:0x00020000 store:0x00000074 load:0x00000000
           7852	      3922	001000f8	00754683	lbu	x13,7(x10)	 x10:0x00101a18 x13=0x0000003a PA:0x00101a1f store:0x00000075
           7854	      3923	001000fc	00850513	addi	x10,x10,8	 x10:0x00101a18 x10=0x00101a20
